k_E,k_M,k_CD,k_CDS,k_R,k_RE,k_b,k_CE,k_I,k_P1,k_P2,k_DP,d_M,d_E,d_CD,d_CE,d_R,d_RP,d_RE,d_I,K_S,K_M,K_E,K_CD,K_CE,K_RP,K_P1,K_P2,off_thresh
0.5087,3.3754,0.0051,0.0598,0.0491,300.6535,0.0027,0.5472,0.3195,72.7453,199.7434,10.614,4.9005,0.0371,1.1711,2.7321,0.0508,0.0209,0.0296,0.0704,2.9321,1.4279,0.0575,0.6644,7.6246,0.0015,0.8977,3.3169,4.137197328079703
2.9823,1.9569999999999999,0.0155,2.3303,0.3029,26.118,0.001,0.1455,0.0237,21.2674,53.5011,0.3658,2.2395,0.0964,9.7311,7.5216,0.0375,0.0062,0.0079,0.0784,3.7015,0.015,0.5877,0.2881,1.328,0.0042,10.315,4.4764,1.252600693321218
0.1759,0.588,0.1475,0.1007,1.161,161.2002,0.0027,0.2099,0.1114,208.8155,68.2773,10.7638,0.7521,0.1399,5.2748,0.2195,0.0911,0.0122,0.0153,0.4256,3.479,0.3501,0.0405,0.2756,1.0532,0.0587,0.2438,10.8675,1.2960990098148373
3.6658,2.0309,0.0038,0.4084,0.9358,649.1211,0.0124,0.6606,0.2752,211.2589,69.3072,0.4371,2.0835,2.4108,2.6978,14.1868,0.3515,0.1843,0.0788,0.3533,0.2027,0.1648,0.6970000000000001,4.5488,0.7514,0.0149,1.7451,0.3962,0.7506365055719758
0.2954,1.0731,0.0205,0.1149,0.1699,772.5360000000001,0.0034,0.1219,0.0181,29.6151,15.7004,0.7234,0.1903,0.22,0.6132,0.7262,0.1962,0.3925,0.0074,0.0639,2.5159,1.4407,0.0594,0.208,0.3196,0.0707,3.0247,0.6881,0.5910863959073416
1.369,9.0621,0.1262,2.878,0.1741,112.4639,0.0014,0.1238,0.0408,29.9364,12.9686,4.5137,3.4399,0.1062,1.1339,1.0879,0.0076,0.042,0.1896,0.1471,2.6113,0.1654,0.1958,3.9073,0.8159,0.0072,18.3281,12.0613,2.7466281233133096
1.3130000000000002,0.7352,0.0032,1.9698,0.6021,100.7674,0.001,3.4773,0.5775,8.3541,47.4819,1.6884,0.634,0.3832,6.6623,7.4205,0.0162,0.3779999999999999,0.0114,0.1585,0.5043,0.2134,0.0346,0.1321,5.818,0.0011,1.1762,14.1974,2.237930916992854
1.5976,0.14,0.0086,0.6985,0.1582,82.7289,0.0009,0.2105,0.0187,212.6198,211.3018,22.4481,0.1054,0.5128,13.6252,13.380999999999998,0.0124,0.3252,0.0248,0.903,1.8618,0.5063,0.0594,8.0741,0.1662,0.0131,0.8270000000000001,7.169,1.190075052337253
0.113,3.1484,0.2249,3.1549,0.0331,526.6962,0.0043,0.0485,0.3596,9.4947,15.1946,25.3556,6.5084,0.0704,7.8186,1.0943,0.5277,0.1813,0.0358,0.1007,1.1517,0.1037,0.1336,0.1515,0.4161,0.0044,2.0489,10.8879,2.7466281233133096
2.4702,0.9961,0.042,1.6232,0.909,125.4816,0.0014,0.4959,0.5583,10.0768,269.8276,29.3254,0.7637,0.0271,0.158,14.3461,0.2877,0.1115,0.136,0.8359,1.4023,0.0321,0.5049,8.2863,0.3724,0.0608,0.2059,10.5583,3.428986810327971
0.736,4.308,0.0037,1.1732,0.2241,743.1071,0.0022,0.1021,0.0368,18.7182,85.75399999999999,3.1845,2.5972,0.3875,0.2084,0.4102,0.0562,0.0929,0.0102,1.8556,3.4268,0.0317,0.0718,0.2384,2.0143,0.001,16.4089,12.2065,1.590711296727367
1.0319,1.2908,0.0167,1.75,1.1359,49.3484,0.0053,0.3868,0.7497,246.7382,102.9676,2.7354,0.5522,0.0274,4.8476,2.3366,0.0138,0.1426,0.0166,0.1252,3.0989,0.1683,0.5152,4.6243,0.2564,0.0422,5.2574,0.258,6.23178710877757
0.8648,0.1027,0.0802,0.4512,0.1786,450.7564,0.0029,0.0364,0.4096,35.145,28.2417,3.7241,0.1107,0.2047,11.1631,0.3068,0.0442,0.018,0.0271,0.8353,3.734,0.0463,0.0297,0.5542,6.9496,0.0082,0.2055,0.7053,2.315646207936933
1.1253,0.2554,0.21,3.3449,0.0504,1177.473,0.0028,0.5095,0.128,6.8718,258.3428,8.3756,0.0986,0.3584,2.6414,1.4124,0.3704,0.0679,0.1339,0.0721,1.7003,0.4548,0.2513,0.4086,0.4511,0.0243,5.0065,3.1337,2.126220883772453
2.0352,0.1879,0.0753,1.5261,0.0419,908.2773,0.0003,0.0445,0.0152,14.133,11.9462,4.842,0.4235,0.2589,7.7366,6.7131,0.0733,0.3475,0.1147,0.2573,0.5799,0.4099,0.3317,0.3891,2.9215,0.0059,0.574,0.6958,0.8903429761951652
1.2395,1.0971,0.0501,3.0969,1.016,598.7719,0.0118,2.3213,0.7909,59.5737,419.8324,5.6508,0.8907,0.8276,1.3933,2.7167,0.5766,0.1725,0.1108,0.2447,2.1533,0.0321,0.3132,5.4089,0.0952,0.0048,15.2109,1.3501,1.4115686569042938
0.2263,0.1618,0.0546,0.4817,0.2973,204.9962,0.004,0.2737,0.0677,354.3313,94.675,24.7329,0.0764,0.0627,0.6553,0.3467,0.1357,0.0139999999999999,0.0122,0.1001,0.8765,0.0907,1.1269,6.6765,8.6173,0.0546,1.493,0.9124,2.654448669048292
1.5948,0.1511,0.0863,0.1793,1.1596,801.3594,0.0004,1.7027,0.1459,74.1137,30.7287,1.9005,0.1898,0.3421,0.1648,3.3165,0.0127,0.0328,0.03,0.166,1.3724,0.0545,0.0255,6.5278,2.5354,0.0545,5.6297,1.6024,0.5810830380429529
0.3747,1.3119999999999998,0.0071,0.1865,0.7806,116.2201,0.008,0.0537,0.3397,366.5212,33.8702,0.3931,0.3186,0.1242,14.9052,0.455,0.0156,0.136,0.0906,0.0673,0.2431,0.0559,0.0183,4.9492,0.5527,0.034,1.9285,0.4971,2.237930916992854
0.0903,2.7841,0.0374,0.2717,0.033,108.6352,0.003,0.2235,0.5183,5.8496,5.523,10.4506,0.3665,0.0694,0.3997,0.3366,0.0142,0.4077,0.0257,2.9264,1.5691,0.0624,0.0754,1.5462,1.091,0.0702,3.3544,2.5801,1.537325511450894
0.4608,0.9179999999999999,0.0319,0.2043,1.4071,241.5966,0.0006,0.4562,0.0246,5.4098,243.1541,0.3856,5.409,0.3843,0.1615,1.235,0.1201,0.0331,0.0152,0.074,2.9672,0.6857,0.0422,2.3366,0.8199,0.0528,0.9377,17.5549,6.23178710877757
0.0479,2.5879,0.062,0.1925,0.0511,742.8621,0.0134,0.0689,0.09,77.8414,238.6604,4.1822,0.3513,0.0589,0.4018,0.7529,0.0399,0.1097,0.0072,1.9123,3.5303,0.8406,0.0541,0.546,5.037,0.001,7.2145,1.4409,1.645950978298644
2.4404,0.8197,0.216,1.3298,1.0444,46.0715,0.0006,0.3333,0.0578,13.2134,260.5069,29.2048,0.8206,0.2785,2.3304,8.7217,0.0899,0.1514,0.0071,0.1129,0.7034,0.1646,0.0554,3.392,0.3281,0.0183,3.9081,13.1734,1.3641950691416818
0.4291,7.502000000000001,0.1196,0.6493,0.9749,629.2635,0.0022,0.9116,1.1584,194.4919,229.3519,14.6294,2.9938,0.0493,1.9704,1.3111,0.0152,0.1004,0.1282,0.4304,0.2617,0.6109,0.6882,0.7248,1.4137,0.0066,0.3079,1.9588,4.7425111415855845
0.49200000000000005,0.359,0.1032,0.4388,0.0352,1115.9895,0.0036,2.4431,0.0768,73.7768,165.7568,20.1377,0.0822,0.1718,2.1511,0.7067,0.3474,0.5256,0.0744,0.0616,4.7933,0.428,0.3744,0.0929,9.0961,0.0062,2.2118,10.9855,1.2741642430656293
0.2239,1.7221,0.0163,3.5963,1.7435,412.261,0.0085,0.2448,0.0914,47.2033,115.2165,3.2775,0.5569,0.0874,5.0311,0.5783,0.266,0.0374,0.0217,0.432,0.6112,0.1237,0.7718,0.2004,0.1005,0.0041,6.391,0.8609,0.6892326680987446
1.1095,9.5801,0.2427,1.6572,0.4108,1264.629,0.0219,0.1169,0.2805,8.3331,34.1882,4.8521,3.6216,0.0313,0.2369,0.9371,0.0099,0.0338,0.2947,2.3203,4.0229,0.0162,0.0258,0.0929,0.6538,0.0142,8.2518,0.4811,1.823448448197939
1.2445,1.2853,0.0058,0.4678,0.1364,250.131,0.0128,0.2813,0.2348,10.1267,6.5336,0.4271,5.6370000000000005,0.0504,0.4644,0.4681,0.1489,0.1072,0.0211,0.2086,4.8783,0.0309,0.0289999999999999,5.4859,8.3873,0.0197,11.0058,4.2538,0.524519459754819
0.3273,5.0349,0.0124,0.5298,0.414,1010.3195,0.0286,0.9617,0.4254,109.6481,90.2974,0.3733,1.9224,0.1314,10.6856,8.3279,0.0971,0.3416,0.1191,0.4731,0.8124,1.2222,0.0918,2.6749,0.163,0.0027,0.3447,15.5788,1.7324279948062888
3.0518,0.3106,0.0038,2.5787,0.0375,1259.7605,0.0132,0.0531,0.2009,54.9631,36.2394,32.9381,0.3224,1.7036,2.529,12.2464,0.0096,0.0562,0.0272,0.1962,4.4769,1.4041,0.0375,2.9279,0.1105,0.0675,1.1293,6.2311,0.9696637599248892
1.1793,1.1833,0.0167,2.7397,0.0447,63.4044,0.0125,0.1329,0.2608,27.5011,24.9544,0.4129,0.3615,0.7927,10.3912,3.1972,0.018,0.0075,0.0407,0.3594,2.5556,0.4965,0.2527,2.8552,1.7262,0.0017,2.6021,0.2624,0.6775683139898405
0.2683,0.1113,0.0153,1.5048,1.6032,19.0753,0.0025,1.0451,0.0548,27.7114,379.4913,5.2346,0.1377,0.6488,2.2635,7.3994,0.2477,0.1668,0.0182,0.4671,2.7769,0.247,0.0441,1.0925,0.1077,0.0049,8.1061,12.4592,5.92071712012956
0.9673,2.1144,0.0083,2.5416,0.0914,27.5355,0.0217,0.2312,1.4797,118.955,65.8439,2.1671,1.0651,0.0671,5.0828,3.9207,0.1095,0.0097,0.0048,0.0925,3.2537,0.7943,0.5919,0.3199,0.4267,0.0769,5.3894,13.8803,0.8752750952989159
2.0696,0.5268,0.1075,0.0624,0.3818,38.2348,0.0059,0.0409999999999999,0.0824,53.508,5.5024,2.1731,0.1251,0.3394,4.4206,0.2086,0.0347,0.1308,0.0381,0.0341,2.7489,0.1183,0.1768,0.1657,4.1324,0.0068,0.4221,0.4133,0.6012619618074355
0.5559,0.6518,0.1861,0.0576,0.3522,81.6919,0.0054,0.7877,1.3153,307.0905,138.7599,0.7603,0.3285,0.282,10.7966,8.7907,0.0927,0.1452,0.0041,1.5684,2.4582,0.1986,0.1384,7.183,9.0655,0.0014,1.4409999999999998,0.9206,0.921261385208434
0.3632,0.1385,0.0081,0.0872,1.1012,325.5018,0.0127,0.156,0.095,141.9268,6.7741,6.3783,0.384,0.0344,0.2446,3.8745,0.2569,0.2193,0.1675,0.0524,4.1716,0.0669,1.1095,0.4932,2.557,0.0098,0.2189,3.2973,3.548063188237852
1.4293,0.1261,0.2418,0.6291,0.8117,1012.3341,0.0007,0.0974,0.2282,13.658,234.7818,0.4849,6.4092,0.1589,0.7471,0.3727,0.1622,0.0164,0.0154,0.0646,4.746,0.2734,0.0236,0.1458,1.2719,0.0499,7.3517,17.1297,9.386830622157404
0.2595,0.1384,0.0172,0.0905,0.8867,55.115,0.0027,1.5411,0.5687,40.7784,203.3342,3.9248,0.2631,0.0281,0.263,12.3575,0.1481,0.0428,0.0036,1.1386,1.0541,0.1263,0.0612,0.6409,6.8518,0.0031,7.0736,0.4772,1.0381789688527476
0.5329,0.2904,0.0329,0.0577,0.0582,110.7081,0.0014,0.0505,1.2916,28.5223,5.6812,6.7778,0.2582,0.0886,1.9476,9.2373,0.0172,0.5521,0.2553,0.5771,4.5755,0.0309,0.1708,1.2056,1.7058,0.0022,0.262,1.2571,3.313906749006572
3.7538,1.659,0.0224,0.6642,0.9779,158.4762,0.0004,0.1246,0.1324,14.3419,262.8171,3.9188,0.7005,0.1233,0.467,0.5437,0.016,0.0319,0.033,0.0661,3.455,0.2443,0.0408,0.1115,6.2626,0.0079,1.0738,4.486000000000001,0.7635587302794807
1.1558,0.8833,0.0038,2.4523,0.9375,111.9798,0.0023,1.3149,0.8511,4.7631,59.4062,5.4406,0.1766,0.0876,0.1873,1.3463,0.1268,0.085,0.099,2.0404,0.8243,0.0321,1.1119,0.8009,2.1229,0.0243,5.4071,10.9413,3.609143177626191
1.3461,0.1074,0.0245,1.3328,0.515,63.4449,0.0024,0.3516,0.2013,4.5212,131.3288,5.2738,5.6684,0.2351,11.5367,0.6649,0.4925,0.0128,0.0225,1.359,2.281,0.0307,0.0963,0.1159999999999999,6.1505,0.0343,0.4134,4.0583,2.126220883772453
0.9006,0.1394,0.0164,1.9627,0.0607,35.9948,0.0156,0.8659,0.0699,78.9808,18.9018,22.9941,0.7623,0.0487,8.6681,0.7061,0.0073,0.0182,0.0432,0.037,4.227,0.0286,1.163,8.0089,0.1918,0.0021,2.7778,0.3457,0.7900743784730799
0.1221,0.1081,0.1599,1.7774,1.2265,709.284,0.0013,0.0991,0.0272,28.305,27.8913,0.5512,0.121,0.4455,12.5372,0.152,0.0379,0.0139,0.0041,0.7326,0.4903,0.0213,0.0492,1.0906,0.9148,0.0226,1.9959,7.9619,4.280867309848763
0.172,0.7382,0.1883,3.0989,0.0786,378.1333,0.0011,0.2871,0.7456,11.3693,199.9264,0.9414,0.9858,0.039,5.1043,1.1587,0.0197,0.1381,0.0033,0.0364,0.5159,0.0225,0.1613,0.8173,7.8945,0.0117,0.2591,18.7195,0.8459000299482103
0.4618,1.7415,0.006,0.1402,0.8858,1658.6883,0.0003,0.3839,0.1009,47.5306,35.0017,1.0625,6.3095,0.3575,2.5904,0.2852,0.0387,0.1865,0.0885,0.0817,0.1707,0.0343,0.3956,0.1633,0.5119,0.003,0.6477,0.669,0.8604622184188422
0.5426,2.0738,0.0719,1.156,0.0683,1048.6533,0.0107,3.0862,0.9624,171.5527,312.2916,2.2725,0.4446,0.2848,6.8721,0.207,0.0583,0.5068,0.0534,0.2646,0.3076,0.8899,0.5322,0.441,1.1838,0.0015,16.1791,19.9583,2.565362845011726
1.6043,7.3784,0.0119,0.6721,0.4053,20.1309,0.0139999999999999,0.0425,0.1386,77.7547,154.3854,3.1208,1.904,0.0778,4.0427,6.8294,0.0121,0.1226,0.0086,0.0738,3.3873,0.763,0.3006,3.0924,0.1616,0.0929,0.7061,0.7059,1.590711296727367
0.8373,0.1059,0.0745,0.0545,0.1539,174.7257,0.023,0.0619,0.0633,152.0293,25.6876,0.4386,0.1771,0.2713,0.5776,1.336,0.1268,0.0144,0.0246,0.0359,1.8822,0.6051,0.2518,1.7322,0.1643,0.0415,13.4392,0.4346,4.505780832731132
0.0733,2.597,0.0328,1.8286,1.0258,335.9217,0.0086,1.9644,0.0915,5.2637,322.015,19.5997,0.6176,0.2473,8.2738,0.3979,0.0568,0.0242,0.0031,0.0394,4.4806,0.2022,0.2179,3.2088,0.3708,0.0104,4.5933,1.8901,2.1628238251881
0.7418,0.1631,0.1879,1.4028,0.2169,96.9506,0.0009,0.1159,0.0864,7.724,82.8715,1.4163,0.8157,0.1078,0.3444,10.4764,0.0977,0.0585,0.0078,0.0841,0.5857,0.1407,0.4432,8.9141,0.238,0.0133,0.8228,10.5495,0.6548284764120079
0.5853,0.1232,0.0241,0.2306,0.0415,910.7325,0.0003,0.1453,0.1001,12.6933,15.8169,5.9857,3.4636,0.1841,1.7899,0.5314,0.0195,0.3452,0.0212,1.0245,2.0414,0.2047,0.0152,0.2499,1.9708,0.0464,0.4536,12.6474,3.313906749006572
0.272,2.6423,0.0102,2.1795,1.2255,225.4275,0.0014,0.048,1.1552,32.1717,16.6902,1.7635,0.1049,0.1843,0.2101,0.1576,0.5773,0.0329,0.1606,0.5211,2.5337,1.0105,0.6954,1.4772,0.8129,0.0238,5.5902,17.73,4.067180718469114
2.7273,0.149,0.1481,1.3228,0.4805,652.7145,0.0004,1.0246,0.0258,24.7704,183.388,0.4791,0.4011,1.943,0.3002,2.0966,0.0063,0.1719,0.095,0.9934,2.1331,0.1896,0.2072,7.0863,4.3522,0.0183,4.0998,17.5234,2.237930916992854
1.0942,2.31,0.0598,2.9984,0.195,111.8746,0.0017,0.7172,0.0205,9.6152,23.3222,0.5016,0.8956,0.6467,5.0921,7.0527,0.0359,0.427,0.0053,0.6638,3.6673,0.9681,0.2184,3.1793,0.2658,0.0296,2.1213,0.7462,2.842008638456872
1.1149,1.7569,0.0937,0.6284,0.2179,1775.9224,0.0026,0.0499,0.2081,218.2459,165.1972,0.8246,0.3355,0.0821,4.9162,1.829,0.2377,0.025,0.0462,0.3409,4.8896,0.0633,1.3939,3.9321,0.7331,0.0289,1.7057,9.419,5.165022140891831
3.9733,8.2043,0.0274,0.0579,0.4124,47.4848,0.0083,2.4565,1.1996,77.3036,50.4942,26.7522,6.4737,0.3686,0.1626,1.4539,0.0331,0.0064,0.0537,0.3951,4.2351,0.2085,0.8024,7.6328,0.2774,0.094,1.3011,0.7495,4.7425111415855845
2.2151,0.1924,0.0184,0.1018,0.8872,18.5775,0.0004,0.2198,0.1789,234.0028,41.8151,1.0917,1.152,0.2616,3.648,0.8892,0.0255,0.2044,0.0032,0.3424,0.9485,0.3162,0.3056,2.2765,0.262,0.002,1.666,1.2633,0.8604622184188422
3.4819,0.8005,0.0397,3.2382,0.2247,417.7697,0.0018,0.0541,0.0533,16.2033,34.8518,33.2603,1.5055,0.6144,0.2014,0.4609,0.1802,0.0735,0.01,0.049,3.3722,0.0747,0.4819,8.9331,0.2543,0.0235,2.6175,0.5607,0.986356543853544
2.0649,3.2846,0.0818,0.0629,0.6496,91.0202,0.0079,0.3124,0.4054,17.7953,54.3543,32.9285,0.8924,0.2322,0.2474,0.2562,0.2791,0.1063,0.0428,1.0896,3.3596,0.1871,0.2835,4.3609,0.3509,0.0312,0.386,9.5207,1.645950978298644
1.1388,1.9868,0.0084,0.4209,0.4019,1493.4852,0.0176,1.2269,0.1643,55.4497,166.9601,1.8517,0.9687,2.464,3.2213,1.5647,0.0149,0.4085,0.0044,0.0437,3.1114,1.1576,0.0367,0.2121,8.9838,0.0012,1.0213,0.3661,1.0927241047717842
2.1718,2.3348,0.08900000000000001,1.0051,1.1118,24.9811,0.0011,0.8737,0.7917,10.6433,12.4383,3.3239,0.2658,0.0492,0.2937,3.7384,0.008,0.0117,0.2137,0.1663,2.5426,0.0217,0.2198,0.5388,5.6884,0.0068,4.6751,0.7638,3.930682262109677
1.65,0.9590000000000001,0.275,1.0214,0.1432,28.5003,0.0006,0.1576,0.1187,32.0243,41.6339,1.2192,1.4842,0.0574,0.3261,3.9272,0.0105,0.3464,0.2387,0.0815,0.0512,0.8329,1.1549,8.4902,6.7644,0.0409,3.3423,1.5044,0.986356543853544
2.694,0.6972,0.0046,0.8362,1.6715,183.9197,0.0032,0.7717,0.2781,388.9829,4.9519,0.3985,0.0801,0.0615,3.7529,2.777,0.5189,0.4069,0.0034,0.0644,4.6915,0.0217,0.1188,4.8421,0.1452,0.0013,18.9021,0.5396,2.7001450639363105
1.4556,0.5149,0.0084,1.2833,0.0728,395.8431,0.0006,0.5052,0.2315,4.7607,6.1968,1.2425,0.7519,0.0738,3.3929,0.6112,0.023,0.1799,0.0056,0.216,2.5776,0.4943,0.0502,1.6881,3.3539,0.0604,2.5526,7.7391,2.8909338825319995
0.1058,0.4123,0.0617,0.4909,0.0535,838.1709,0.0021,0.2891,0.0281,10.0969,41.0006,24.0826,2.9423,0.0277,1.3024,3.1677,0.1391,0.0178,0.0065,0.3774,0.4158,0.0183,0.05,6.9256,0.2616,0.009,0.3261,4.7941,2.2000568870820585
1.6404,0.3419,0.008,0.0807,0.0237,203.2721,0.0204,0.3437,0.0233,21.4159,13.1699,18.1289,4.6881,0.0818,13.1374,1.5609,0.1229,0.0183,0.0888,0.6217,4.3007,0.0442,0.1944,1.4788,6.2777,0.0018,0.838,0.4032,0.9696637599248892
0.8574,1.4979,0.0065,0.0741,0.5458,351.3492,0.0044,0.04,0.8756,374.0606,89.7046,2.518,4.8207,0.0252,2.6731,0.2023,0.0296,0.0092,0.0039,1.0739,2.2902,0.9082,0.0773,3.7309,0.8408,0.0025,0.5377,0.2357,4.208419275235067
3.6653,5.6611,0.1255,0.7284,1.5585,109.5208,0.0126,0.0382,0.0969,16.0649,7.9799,2.3094,2.128,0.0508,2.2535,1.6131,0.0445,0.0643,0.0188,0.0979,1.8136,0.2321,0.0551,0.1986,0.1209,0.0015,0.4646,0.8237,0.5335490743180571
0.6211,0.2322,0.2667,0.1421,0.0624,40.0584,0.0009,0.1451,0.0344,36.1749,5.8139,6.0075,1.941,0.0931,6.1219,0.9504,0.1913,0.2794,0.0279,0.0589,4.5914,0.072,0.2693,4.4731,5.3691,0.0122,0.6186,2.0822,6.23178710877757
0.0811,4.7554,0.0204,0.7255,0.0758,1740.7489,0.0244,0.071,0.0327,16.7173,20.1827,2.9032,0.3162,0.1726,0.8339,0.3491,0.0924,0.0544,0.0392,2.4233,2.917,0.1429,0.085,0.1256,0.8534,0.0081,2.0881,0.4097,0.8459000299482103
1.7885,0.1768,0.0066,1.0785,0.0445,726.0285,0.0192,2.8417,0.3625,4.7214,48.3532,3.4101,3.7774,0.1025,6.5059,9.4183,0.1037,0.0066,0.1395,0.2697,2.5709,0.2466,0.0237,0.5271,3.3362,0.0139999999999999,5.3062,15.9329,3.734475738152657
0.8440000000000001,0.207,0.1404,0.5747,0.12300000000000001,573.5859,0.0085,1.2698,0.0991,178.4828,79.6555,35.6291,0.2096,0.1307,1.2874,9.6378,0.0189,0.1368,0.0061,0.0559,1.0878,0.3709,0.2315,0.6524,0.1273,0.0037,0.3431,1.7443,0.725444429932863
2.7009,2.884,0.0661,0.1612,1.0681,448.1598,0.001,0.2017,0.024,11.4644,255.8895,21.1123,1.1813,0.0544,0.2667,4.7131,0.0141,0.3638,0.0222,0.309,0.8846,0.3163,0.1069,0.6198,0.1312,0.0059,0.2572,11.2967,0.5910863959073416
3.2766,1.8315,0.0571,0.1491,0.0526,111.2342,0.0006,0.6541,0.0207,190.1503,22.574,7.7962,0.2509,0.1279,1.9807,0.8987,0.008,0.0839,0.0146,0.0649,1.2616,1.4269,1.2016,2.1049,3.3757,0.0201,4.1138,0.3525,0.6012619618074355
0.0932,4.0884,0.0137,0.4713,0.0261,41.1167,0.0004,0.0856,1.1379,261.0652,14.2245,0.422,1.4611,0.035,7.9445,0.7905,0.0104,0.4852,0.0035,0.0596,3.2705,0.1094,0.6131,0.9151,1.0607,0.0657,2.4905,9.099,1.210562221734083
1.8124,1.0715,0.0116,0.3013,0.0548,71.4636,0.0012,0.1068,0.0375,15.3478,12.3269,31.1385,0.3339999999999999,0.0281,1.4928,5.8218,0.0279,0.0087,0.0939,0.0754,3.3164,0.2231,0.546,0.2088,7.5103,0.0308,13.0861,3.8848,1.823448448197939
0.1546,0.6393,0.004,0.3647,0.0639,20.4014,0.0074,0.1455,0.4355,63.6755,6.6462,4.3976,1.2355,0.1709,2.3808,3.6281,0.0635,0.1439,0.0087,1.036,0.354,0.0632,0.1061,0.7053,1.8554,0.0113,17.419,17.4129,0.8459000299482103
0.1238,0.9740000000000001,0.012,0.5733,0.2924,455.1408,0.0184,0.3436,0.0612,20.5542,12.1627,3.2924,0.3485,0.0665,0.3974,0.7843,0.1248,0.0295,0.2125,1.9147,0.2058,0.0629,0.3676,0.7592,3.5998,0.0021,1.8934,0.3224,0.9056702510075936
1.8392,0.2636,0.004,0.0778,0.4349,39.2455,0.0162,0.4252,0.0697,90.3911,21.8721,1.8764,0.7054,0.4114,7.3804,13.0654,0.0464,0.2336,0.0187,0.0438,0.3002,0.1397,0.0551,0.3793,5.7167,0.0011,17.0079,17.3194,0.9056702510075936
1.0723,7.077999999999999,0.0413,0.7232,0.0573,107.6423,0.0057,0.8447,0.2538,19.6587,27.0122,1.5630000000000002,5.7173,0.6833,8.6079,0.1502,0.0243,0.0511,0.1118,0.3133,1.0047,0.4722,0.2317,5.0583,2.4893,0.0015,1.5738,18.1932,2.3960602713947914
1.4183,5.6763,0.0247,0.0814,0.4074,192.1795,0.0151,0.9986,0.0306,252.213,168.4948,1.9681,6.2796,0.1213,2.6907,13.5635,0.0973,0.0485,0.0178,1.2704,0.5852,0.1611,1.0397,0.7057,7.2713,0.0104,4.2438,2.1222,8.618965726654478
0.8706,0.139,0.0031,0.0875,0.2536,398.1772,0.003,0.0378,0.0165,202.065,6.207000000000001,5.0996,0.4025,0.3145,5.3599,0.1508,0.1777,0.3116,0.034,0.126,4.5871,0.0511,0.0245,0.7516,2.1915,0.0098,0.8823,5.3414,4.429526433305944
3.9203,0.1585,0.006999999999999999,0.4307,0.1359,1727.806,0.0003,0.0376,0.0294,18.3363,6.0362,5.7933,0.1261,0.1873,2.0385,2.0076,0.0767,0.0075,0.0356,0.1519,2.9362,0.19,0.0485,2.479,0.3694,0.0014,0.2794,17.4895,2.7001450639363105
1.4544,8.6825,0.0068,0.1539,0.3634,889.1237,0.0011,0.053,0.0801,223.0386,36.676,0.5501,1.2913,1.8415,0.8299,0.1611,0.2175,0.0099,0.062,0.0482,3.3894,0.1836,0.2429,1.001,1.2683,0.0081,8.4567,0.497,2.355510110664712
0.3146,0.9204,0.0063,0.541,0.7009,397.6266,0.001,0.4104,0.021,21.205,58.4992,0.4191,0.1734,1.1601,8.5382,0.7457,0.0851,0.1182,0.2209,0.037,3.3056,1.4363,0.0215,2.7697,0.0953,0.0196,14.032,1.1473,0.6892326680987446
0.1438,4.324,0.09699999999999999,0.0833,0.0347,706.3510000000001,0.008,0.8792,0.0889,113.0208,93.199,18.3624,0.9621,0.0376,0.2836,0.9132,0.0094,0.0956,0.0037,0.2353,0.8527,1.3919,0.1671,0.2934,0.1367,0.0629,8.2834,6.4327,0.5335490743180571
1.9062,7.6368,0.0081,0.9126,0.7396,1197.4631,0.0181,0.0505,0.2157,18.5915,148.3478,5.1124,0.0761,1.5115,0.425,3.7519,0.0609,0.0471,0.0066,0.04,1.5216,0.0305,0.0215,2.6963,5.1125,0.0216,0.2986,0.7028,0.9056702510075936
0.1954,7.1549,0.0062,2.5431,0.033,154.497,0.0033,0.7694,0.0743,14.5079,6.5908,6.7969,0.8159,0.6479,7.3016,0.8194,0.0775,0.0639,0.0527,0.5869,4.4099,1.3841,0.0424,3.688,1.5244,0.0273,15.9133,17.3371,7.14356059228261
0.5118,2.8686,0.0094,0.0579,0.1032,39.7793,0.0004,0.7383,0.9249,13.5346,116.5563,25.5939,4.5371,0.6938,1.0818,4.467,0.593,0.0138,0.0492,0.5636,2.3821,0.037,0.3107,4.825,2.9585,0.0756,1.8248,0.2153,1.762251782581439
0.2512,0.2361,0.0033,1.5351,0.035,144.8581,0.0029,0.4888,0.2883,17.844,7.027,4.1427,2.0132,0.0624,8.3015,0.3704,0.0259,0.0154,0.0756,0.1469,0.5939,0.045,0.1465,0.2244,2.2768,0.047,15.9204,0.2648,2.020087042125861
0.7944,0.7399,0.0155,4.4832,0.7911,192.287,0.0087,0.3487,0.0245,33.6622,11.8255,1.3613,1.0518,0.0339,9.9753,2.8252,0.1568,0.0967,0.0641,0.0946,0.2992,0.0253,0.0809,1.445,0.1499,0.0122,4.9038,2.9109,1.7324279948062888
1.8153,5.7465,0.0372,2.3155,0.2365,393.0529,0.0008,0.092,0.0461,27.7439,5.829,1.9849,3.1637,0.6518,2.2095,0.4153,0.2233,0.0099,0.0429,0.099,3.6261,0.0165,0.165,2.0077,0.5977,0.0014,1.6068,9.98,0.831584287316239
